# Number of interactions vs. number of pairs of vertices CDF
# numInteractions	numPairsOfVertices	
378	3920601	
379	3920605	
380	3920608	
381	3920610	
382	3920615	
383	3920621	
384	3920626	
385	3920627	
387	3920630	
388	3920637	
389	3920644	
390	3920646	
391	3920654	
392	3920657	
393	3920661	
394	3920666	
395	3920675	
396	3920676	
397	3920681	
398	3920688	
399	3920690	
400	3920693	
401	3920695	
402	3920701	
403	3920703	
404	3920709	
405	3920712	
406	3920716	
407	3920717	
408	3920719	
409	3920722	
411	3920728	
412	3920731	
413	3920734	
414	3920737	
415	3920741	
416	3920743	
417	3920746	
418	3920749	
419	3920750	
420	3920751	
421	3920757	
422	3920762	
423	3920765	
424	3920768	
425	3920769	
426	3920770	
427	3920772	
428	3920775	
429	3920787	
430	3920788	
431	3920792	
432	3920798	
433	3920801	
435	3920804	
436	3920813	
437	3920815	
438	3920816	
439	3920820	
440	3920822	
441	3920828	
442	3920830	
443	3920831	
444	3920834	
445	3920836	
446	3920839	
447	3920845	
449	3920848	
450	3920851	
451	3920856	
452	3920857	
453	3920860	
456	3920863	
457	3920864	
458	3920868	
459	3920873	
460	3920877	
461	3920878	
462	3920879	
464	3920882	
467	3920885	
468	3920888	
469	3920889	
470	3920890	
473	3920892	
474	3920894	
476	3920897	
477	3920898	
478	3920903	
479	3920904	
480	3920908	
481	3920910	
482	3920912	
483	3920915	
485	3920916	
486	3920919	
487	3920925	
488	3920926	
489	3920927	
490	3920933	
491	3920939	
492	3920946	
493	3920948	
494	3920949	
495	3920951	
496	3920952	
497	3920956	
498	3920958	
499	3920960	
500	3920961	
501	3920962	
504	3920964	
505	3920967	
506	3920968	
507	3920969	
508	3920971	
510	3920974	
511	3920976	
512	3920977	
513	3920979	
514	3920980	
515	3920984	
516	3920985	
517	3920988	
518	3920989	
519	3920992	
520	3920994	
521	3920995	
522	3920998	
523	3921000	
524	3921001	
526	3921004	
527	3921008	
528	3921010	
529	3921011	
531	3921015	
532	3921017	
533	3921021	
534	3921026	
535	3921029	
536	3921030	
538	3921031	
539	3921033	
540	3921035	
541	3921036	
542	3921037	
543	3921040	
545	3921041	
547	3921043	
548	3921045	
549	3921046	
550	3921049	
551	3921052	
552	3921056	
553	3921059	
554	3921060	
555	3921063	
556	3921064	
557	3921065	
558	3921066	
559	3921067	
560	3921068	
561	3921070	
562	3921073	
563	3921075	
565	3921078	
566	3921079	
567	3921080	
568	3921081	
569	3921083	
570	3921085	
571	3921086	
572	3921087	
574	3921088	
575	3921089	
576	3921090	
578	3921095	
583	3921097	
584	3921099	
585	3921101	
586	3921102	
588	3921103	
589	3921107	
590	3921108	
591	3921109	
592	3921111	
593	3921113	
594	3921117	
595	3921121	
596	3921122	
597	3921124	
598	3921126	
599	3921129	
600	3921130	
602	3921131	
603	3921133	
604	3921134	
608	3921135	
609	3921139	
610	3921140	
611	3921142	
612	3921143	
613	3921145	
615	3921146	
617	3921147	
619	3921150	
620	3921153	
621	3921155	
622	3921156	
624	3921157	
627	3921159	
628	3921160	
629	3921162	
630	3921163	
631	3921165	
632	3921166	
634	3921169	
636	3921170	
637	3921171	
638	3921173	
640	3921177	
643	3921178	
644	3921180	
645	3921181	
646	3921184	
648	3921185	
649	3921187	
651	3921189	
653	3921190	
654	3921191	
658	3921192	
659	3921193	
660	3921194	
661	3921195	
663	3921197	
665	3921198	
666	3921199	
669	3921200	
670	3921201	
673	3921203	
674	3921205	
677	3921208	
678	3921210	
685	3921212	
687	3921213	
688	3921216	
689	3921218	
690	3921219	
691	3921221	
694	3921223	
695	3921224	
697	3921225	
699	3921227	
700	3921229	
701	3921230	
703	3921232	
705	3921233	
708	3921234	
710	3921235	
711	3921236	
712	3921237	
716	3921239	
719	3921242	
720	3921243	
721	3921244	
724	3921245	
725	3921246	
727	3921247	
729	3921248	
732	3921249	
733	3921250	
734	3921251	
736	3921253	
739	3921260	
742	3921261	
745	3921263	
746	3921266	
748	3921267	
751	3921268	
752	3921270	
754	3921273	
760	3921277	
766	3921278	
770	3921279	
774	3921280	
777	3921281	
780	3921282	
783	3921283	
784	3921284	
793	3921285	
796	3921286	
798	3921287	
799	3921288	
802	3921290	
803	3921291	
805	3921292	
806	3921293	
807	3921294	
814	3921295	
815	3921298	
816	3921299	
817	3921300	
818	3921308	
822	3921309	
824	3921310	
825	3921313	
828	3921314	
834	3921315	
835	3921316	
838	3921318	
839	3921319	
840	3921321	
841	3921322	
842	3921323	
843	3921324	
850	3921325	
851	3921326	
854	3921327	
856	3921328	
857	3921329	
858	3921330	
862	3921331	
864	3921332	
865	3921334	
866	3921337	
874	3921338	
877	3921339	
878	3921341	
879	3921342	
883	3921343	
884	3921344	
888	3921345	
893	3921346	
896	3921348	
900	3921349	
902	3921350	
908	3921351	
912	3921361	
916	3921362	
917	3921363	
918	3921364	
919	3921365	
924	3921366	
925	3921368	
929	3921369	
935	3921370	
937	3921371	
945	3921373	
951	3921374	
952	3921375	
953	3921376	
954	3921377	
963	3921378	
965	3921380	
972	3921384	
974	3921385	
976	3921387	
977	3921388	
978	3921389	
983	3921390	
989	3921391	
1002	3921392	
1003	3921395	
1006	3921396	
1011	3921397	
1017	3921398	
1020	3921399	
1021	3921401	
1023	3921402	
1028	3921403	
1038	3921404	
1039	3921405	
1046	3921406	
1058	3921407	
1077	3921408	
1099	3921409	
1109	3921410	
1111	3921411	
1124	3921412	
1127	3921413	
1139	3921414	
1146	3921415	
1164	3921416	
1167	3921417	
1170	3921418	
1189	3921420	
1203	3921421	
1206	3921422	
1211	3921423	
1215	3921424	
1217	3921425	
1222	3921426	
1229	3921427	
1237	3921428	
1268	3921429	
1287	3921430	
1296	3921431	
1328	3921432	
1347	3921433	
1362	3921434	
1369	3921436	
1398	3921437	
1434	3921438	
1441	3921439	
1446	3921440	
1478	3921441	
1486	3921442	
1487	3921443	
1525	3921444	
1540	3921445	
1582	3921446	
1586	3921447	
1596	3921448	
1597	3921449	
1655	3921450	
1677	3921451	
1685	3921452	
1701	3921453	
1730	3921454	
1865	3921455	
1993	3921456	
2016	3921457	
2053	3921458	
2054	3921459	
2110	3921460	
2124	3921461	
2192	3921462	
2209	3921463	
2220	3921464	
2251	3921465	
2341	3921466	
2446	3921467	
2562	3921468	
2737	3921469	
2809	3921470	
2978	3921471	
3076	3921472	
3149	3921473	
3212	3921474	
3378	3921475	
3388	3921476	
3772	3921477	
3820	3921478	
4069	3921479	
5714	3921480	
5810	3921481	
7192	3921482	
7596	3921483	
7707	3921485	
7718	3921490	
7722	3921491	
8610	3921492	
9124	3921494	
23277	3921495	
