# Number of interactions vs. number of pairs of vertices CDF
# numInteractions	numPairsOfVertices	
1	1956465	
2	2676634	
3	3004021	
4	3225223	
5	3358319	
6	3461330	
7	3531977	
8	3589518	
9	3632400	
10	3668330	
11	3696438	
12	3720593	
13	3740400	
14	3757893	
15	3772194	
16	3784821	
17	3795672	
18	3805473	
19	3813925	
20	3821550	
21	3828291	
22	3834326	
23	3839702	
24	3844501	
25	3848734	
26	3852789	
27	3856523	
28	3859945	
29	3863065	
30	3865932	
31	3868582	
32	3871081	
33	3873341	
34	3875445	
35	3877428	
36	3879258	
37	3880903	
38	3882518	
39	3884036	
40	3885442	
41	3886826	
42	3888108	
43	3889337	
44	3890451	
45	3891491	
46	3892482	
47	3893421	
48	3894308	
49	3895174	
50	3895938	
51	3896684	
52	3897388	
53	3898114	
54	3898777	
55	3899403	
56	3900037	
57	3900583	
58	3901099	
59	3901621	
60	3902172	
61	3902617	
62	3903083	
63	3903526	
64	3903955	
65	3904353	
66	3904746	
67	3905120	
68	3905480	
69	3905846	
70	3906201	
71	3906549	
72	3906857	
73	3907190	
74	3907542	
75	3907837	
76	3908174	
77	3908483	
78	3908736	
79	3908987	
80	3909246	
81	3909487	
82	3909747	
83	3909989	
84	3910216	
85	3910434	
86	3910639	
87	3910820	
88	3911011	
89	3911187	
90	3911355	
91	3911538	
92	3911715	
93	3911878	
94	3912031	
95	3912178	
96	3912330	
97	3912491	
98	3912623	
99	3912776	
100	3912907	
101	3913060	
102	3913182	
103	3913336	
104	3913465	
105	3913588	
106	3913705	
107	3913812	
108	3913934	
109	3914040	
110	3914158	
111	3914244	
112	3914331	
113	3914440	
114	3914543	
115	3914632	
116	3914732	
117	3914828	
118	3914917	
119	3914993	
120	3915090	
121	3915177	
122	3915274	
123	3915354	
124	3915441	
125	3915514	
126	3915595	
127	3915674	
128	3915743	
129	3915814	
130	3915881	
131	3915960	
132	3916026	
133	3916091	
134	3916160	
135	3916212	
136	3916264	
137	3916327	
138	3916380	
139	3916430	
140	3916493	
141	3916548	
142	3916608	
143	3916671	
144	3916719	
145	3916778	
146	3916831	
147	3916865	
148	3916928	
149	3916990	
150	3917026	
151	3917071	
152	3917109	
153	3917142	
154	3917193	
155	3917245	
156	3917278	
157	3917319	
158	3917366	
159	3917409	
160	3917461	
161	3917492	
162	3917535	
163	3917563	
164	3917598	
165	3917631	
166	3917667	
167	3917706	
168	3917748	
169	3917783	
170	3917815	
171	3917852	
172	3917888	
173	3917926	
174	3917955	
175	3917997	
176	3918031	
177	3918066	
178	3918101	
179	3918126	
180	3918158	
181	3918193	
182	3918224	
183	3918262	
184	3918290	
185	3918325	
186	3918359	
187	3918384	
188	3918417	
189	3918435	
190	3918468	
191	3918487	
192	3918513	
193	3918541	
194	3918560	
195	3918585	
196	3918613	
197	3918635	
198	3918658	
199	3918683	
200	3918708	
201	3918726	
202	3918750	
203	3918775	
204	3918797	
205	3918812	
206	3918833	
207	3918856	
208	3918875	
209	3918908	
210	3918933	
211	3918957	
212	3918987	
213	3919006	
214	3919025	
215	3919044	
216	3919063	
217	3919084	
218	3919107	
219	3919130	
220	3919147	
221	3919164	
222	3919176	
223	3919192	
224	3919209	
225	3919231	
226	3919255	
227	3919272	
228	3919287	
229	3919302	
230	3919314	
231	3919334	
232	3919352	
233	3919368	
234	3919386	
235	3919415	
236	3919437	
237	3919446	
238	3919457	
239	3919467	
240	3919481	
241	3919495	
242	3919512	
243	3919530	
244	3919551	
245	3919558	
246	3919571	
247	3919581	
248	3919592	
249	3919611	
250	3919621	
251	3919630	
252	3919637	
253	3919648	
254	3919659	
255	3919668	
256	3919677	
257	3919690	
258	3919705	
259	3919717	
260	3919726	
261	3919740	
262	3919751	
263	3919769	
264	3919787	
265	3919796	
266	3919805	
267	3919816	
268	3919823	
269	3919839	
270	3919846	
271	3919856	
272	3919873	
273	3919880	
274	3919891	
275	3919903	
276	3919909	
277	3919917	
278	3919925	
279	3919932	
280	3919940	
281	3919947	
282	3919957	
283	3919963	
284	3919973	
285	3919982	
286	3920006	
287	3920012	
288	3920024	
289	3920032	
290	3920049	
291	3920057	
292	3920061	
293	3920070	
294	3920078	
295	3920087	
296	3920102	
297	3920112	
298	3920121	
299	3920130	
300	3920141	
301	3920150	
302	3920154	
303	3920159	
304	3920164	
305	3920174	
306	3920184	
307	3920189	
308	3920199	
309	3920206	
310	3920216	
311	3920225	
312	3920233	
313	3920242	
314	3920253	
315	3920259	
316	3920271	
317	3920279	
318	3920283	
319	3920295	
320	3920305	
321	3920313	
322	3920316	
323	3920322	
324	3920330	
325	3920335	
326	3920346	
327	3920351	
328	3920355	
329	3920360	
330	3920364	
331	3920372	
332	3920377	
333	3920384	
334	3920391	
335	3920395	
336	3920403	
337	3920406	
338	3920411	
339	3920417	
340	3920425	
341	3920431	
342	3920437	
343	3920445	
344	3920446	
345	3920448	
346	3920450	
347	3920455	
348	3920464	
349	3920468	
350	3920471	
351	3920474	
352	3920478	
353	3920483	
354	3920487	
355	3920493	
356	3920495	
357	3920504	
358	3920507	
359	3920513	
360	3920517	
361	3920523	
362	3920529	
363	3920538	
364	3920544	
365	3920547	
366	3920551	
367	3920561	
368	3920565	
369	3920567	
370	3920575	
371	3920578	
372	3920581	
373	3920583	
374	3920588	
375	3920592	
376	3920595	
377	3920598	
